2024-05-07,19:11:24,None
2024-05-07,19:11:24,Model: "sequential"
2024-05-07,19:11:24,_________________________________________________________________
2024-05-07,19:11:24, Layer (type)                Output Shape              Param #   
2024-05-07,19:11:24,=================================================================
2024-05-07,19:11:24, dense (Dense)               (None, 128)               3456      
2024-05-07,19:11:24,                                                                 
2024-05-07,19:11:24, dense_1 (Dense)             (None, 128)               16512     
2024-05-07,19:11:24,                                                                 
2024-05-07,19:11:24, dense_2 (Dense)             (None, 2)                 258       
2024-05-07,19:11:24,                                                                 
2024-05-07,19:11:24,=================================================================
2024-05-07,19:11:24,Total params: 20,226
2024-05-07,19:11:24,Trainable params: 20,226
2024-05-07,19:11:24,Non-trainable params: 0
2024-05-07,19:11:24,_________________________________________________________________
2024-05-07,19:11:24,None
2024-05-07,19:11:24,Model: "sequential_1"
2024-05-07,19:11:24,_________________________________________________________________
2024-05-07,19:11:24, Layer (type)                Output Shape              Param #   
2024-05-07,19:11:24,=================================================================
2024-05-07,19:11:24, dense_3 (Dense)             (None, 128)               3456      
2024-05-07,19:11:24,                                                                 
2024-05-07,19:11:24, dense_4 (Dense)             (None, 128)               16512     
2024-05-07,19:11:24,                                                                 
2024-05-07,19:11:24, dense_5 (Dense)             (None, 2)                 258       
2024-05-07,19:11:24,                                                                 
2024-05-07,19:11:24,=================================================================
2024-05-07,19:11:24,Total params: 20,226
2024-05-07,19:11:24,Trainable params: 20,226
2024-05-07,19:11:24,Non-trainable params: 0
2024-05-07,19:11:24,_________________________________________________________________
2024-05-07,19:11:24,i,market_return,pr,Sharpe,score,avg_score,best_score,loss,n_steps,market_return_val,pr_val,score_val, avg_score_val
2024-05-07,19:11:51,0,4.751563585823471,5.026944601621164,0.28793822832285987,5.026944601621167,5.026944601621167,-inf,3.673577308654785,5938,-9.114249037227228,-9.11424903722724,-9.11424903722724, -9.11424903722724
2024-05-07,19:11:51,Creating converter from 5 to 3
2024-05-07,19:12:20,1,4.751563585823471,15.7889887417763,0.9889124581548574,15.788988741776308,10.407966671698738,5.026944601621167,6.755171298980713,11891,-9.114249037227228,-9.11424903722724,-9.11424903722724, -9.11424903722724
2024-05-07,19:12:49,2,4.751563585823471,23.14550680216183,1.2929035657828696,23.145506802161833,14.653813381853103,15.788988741776308,4.344596862792969,17844,-9.114249037227228,-9.11424903722724,-9.11424903722724, -9.11424903722724
2024-05-07,19:13:22,3,4.751563585823471,13.75346978556009,0.8408428488665606,13.753469785560085,14.428727482779848,23.145506802161833,3.7666847705841064,23797,-9.114249037227228,-9.11424903722724,-9.11424903722724, -9.11424903722724
2024-05-07,19:13:56,4,4.751563585823471,24.42022528253478,1.3479376169573654,24.420225282534773,16.427027042730835,23.145506802161833,4.55256986618042,29750,-9.114249037227228,-9.11424903722724,-9.11424903722724, -9.11424903722724
2024-05-07,19:14:30,5,4.751563585823471,-5.503973286383667,-1.7625009391891582,-5.503973286383669,12.771860321211749,24.420225282534773,1.8774912357330322,35703,-9.114249037227228,2.6408056835300453,2.640805683530047, -7.155073250434358
2024-05-07,19:15:04,6,4.751563585823471,-17.19220227978332,-2.866610442739632,-17.192202279783316,8.491279949641026,24.420225282534773,1.436504602432251,41656,-9.114249037227228,7.66444243347848,7.66444243347847, -5.037999581303954
2024-05-07,19:15:40,7,4.751563585823471,12.654190583539048,0.6741781782907008,12.654190583539048,9.011643778878279,24.420225282534773,1.964606523513794,47609,-9.114249037227228,-9.157387196479604,-9.157387196479604, -5.55292303320091
2024-05-07,19:16:16,8,4.751563585823471,-30.16410388041605,-5.021903844419893,-30.16410388041605,4.658782927845575,24.420225282534773,0.7690480351448059,53562,-9.114249037227228,-9.238525210181493,-9.238525210181493, -5.962434386198753
