2024-04-22,12:46:51,i,market_return,pr,Sharpe,score,avg_score,best_score,loss,n_steps,pr_val,score_val, avg_score_val
2024-04-22,12:48:06,0,10.056173268473456,-15.412980472151549,-2.4421925190976395,-15.412980472151546,-15.412980472151546,-inf,51.31454086303711,5290,0.28759894459102764,0.287598944591025, 0.287598944591025
2024-04-22,12:48:06,Creating converter from 5 to 3
2024-04-22,12:49:24,1,10.056173268473456,4.533071306434855,0.16071761293968953,4.533071306434849,-5.439954582858348,-15.412980472151546,4.026314735412598,10580,-10.332453825857524,-10.332453825857527, -5.022427440633251
2024-04-22,12:50:42,2,10.056173268473456,-17.917019218314824,-3.2498200929136147,-17.91701921831482,-9.598976128010506,4.533071306434849,3.349344253540039,15870,-10.332453825857524,-10.332453825857527, -6.79243623570801
2024-04-22,12:52:01,3,10.056173268473456,-7.380639269146938,-1.2787396224778835,-7.38063926914694,-9.044391913294614,4.533071306434849,2.565774440765381,21160,-10.332453825857524,-10.332453825857527, -7.677440633245389
2024-04-22,12:53:20,4,10.056173268473456,1.3719515825648232,-0.26290122359954976,1.3719515825648188,-6.961123214122727,4.533071306434849,2.769035816192627,26450,-10.332453825857524,-10.332453825857527, -8.208443271767816
2024-04-22,12:54:40,5,10.056173268473456,15.7087462358507,1.1728753332078057,15.708746235850711,-3.1828116391271544,4.533071306434849,7.748421669006348,31740,-10.332453825857524,-10.332453825857527, -8.562445030782769
2024-04-22,12:56:00,6,10.056173268473456,38.625341953977085,2.0390076421416894,38.625341953977085,2.789781731316308,15.708746235850711,2.4627833366394043,37030,-10.332453825857524,-10.332453825857527, -8.815303430079164
2024-04-22,12:57:21,7,10.056173268473456,12.246238391088603,1.138951817781156,12.24623839108861,3.971838813787846,38.625341953977085,2.521388530731201,42320,-10.332453825857524,-10.332453825857527, -9.004947229551458
2024-04-22,12:58:41,8,10.056173268473456,-12.363489918157422,-3.3599328869662486,-12.363489918157427,2.156802288016149,38.625341953977085,2.553856372833252,47610,0.28759894459102764,0.287598944591025, -7.972442099091182
2024-04-22,13:00:01,9,10.056173268473456,17.091157986911277,3.0989623357326885,17.09115798691127,3.650237857905661,38.625341953977085,3.0945732593536377,52900,0.28759894459102764,0.287598944591025, -7.1464379947229615
2024-04-22,13:01:22,10,10.056173268473456,32.09487016015839,2.2349605969015127,32.09487016015839,6.236113521746819,38.625341953977085,3.4128682613372803,58190,0.28759894459102764,0.287598944591025, -6.470616454785326
2024-04-22,13:02:43,11,10.056173268473456,31.053446395792218,2.6596259892629526,31.053446395792207,8.304224594583934,38.625341953977085,1.9506211280822754,63480,0.28759894459102764,0.287598944591025, -5.9074318381706306
2024-04-22,13:04:05,12,10.056173268473456,27.87073721301343,2.376616383274953,27.870737213013427,9.80934094984774,38.625341953977085,2.1243605613708496,68770,0.28759894459102764,0.287598944591025, -5.430891008727427
2024-04-22,13:05:28,13,10.056173268473456,13.088359177685316,1.624735330494811,13.08835917768532,10.043556537550426,38.625341953977085,1.4709703922271729,74060,0.28759894459102764,0.287598944591025, -5.022427440633251
2024-04-22,13:06:51,14,10.056173268473456,-2.849839953175548,-1.3782135682772405,-2.8498399531755467,9.183996771502027,38.625341953977085,1.2670681476593018,79350,0.28759894459102764,0.287598944591025, -4.6684256816183
2024-04-22,13:08:15,15,10.056173268473456,2.871476138664053,-0.019131556348955855,2.8714761386640504,8.789464231949655,38.625341953977085,1.1024413108825684,84640,0.28759894459102764,0.287598944591025, -4.358674142480217
2024-04-22,13:09:40,16,10.056173268473456,42.837528472348275,1.862609984311585,42.83752847234828,10.792291540208398,38.625341953977085,0.5110886693000793,89930,-10.332453825857524,-10.332453825857527, -4.710072947384765
2024-04-22,13:11:07,17,10.056173268473456,30.5353495899219,2.398851447708091,30.535349589921907,11.889128098525815,42.83752847234828,0.6126983761787415,95220,-10.332453825857524,-10.332453825857527, -5.022427440633251
2024-04-22,13:12:34,18,10.056173268473456,33.5021900297676,1.825892874792084,33.502190029767604,13.02665767385433,42.83752847234828,0.767195999622345,100510,0.28759894459102764,0.287598944591025, -4.74295236772671
2024-04-22,13:14:01,19,10.056173268473456,35.85619053839964,2.4534799336364936,35.85619053839963,14.168134317081595,42.83752847234828,0.4160441756248474,105800,0.28759894459102764,0.287598944591025, -4.491424802110823
2024-04-22,13:15:28,20,10.056173268473456,48.007977360689665,2.8587086134157693,48.007977360689665,15.779555414396265,42.83752847234828,0.4615957736968994,111090,0.28759894459102764,0.287598944591025, -4.263852242744069
2024-04-22,13:16:56,21,10.056173268473456,34.47318199121319,2.329904818984835,34.47318199121318,16.629265713342487,48.007977360689665,0.33959951996803284,116380,-10.332453825857524,-10.332453825857527, -4.539697769249226
2024-04-22,13:18:24,22,10.056173268473456,0.7054245517169155,-0.4930805500042702,0.7054245517169164,15.93692479327181,48.007977360689665,1.0351513624191284,121670,0.28759894459102764,0.287598944591025, -4.329815303430085
2024-04-22,13:19:53,23,10.056173268473456,10.045276783413293,0.8813481535105016,10.0452767834133,15.691439459527706,48.007977360689665,0.4142804741859436,126960,0.28759894459102764,0.287598944591025, -4.137423043095872
2024-04-22,13:21:22,24,10.056173268473456,7.1616259203798105,0.44911535766103744,7.161625920379819,15.35024691796179,48.007977360689665,0.34702417254447937,132250,-10.332453825857524,-10.332453825857527, -4.385224274406338
2024-04-22,13:22:51,25,10.056173268473456,1.387875847558906,-0.23035618602607114,1.3878758475589024,14.813232646023218,48.007977360689665,0.36088383197784424,137540,-10.332453825857524,-10.332453825857527, -4.613963872539076
