Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2022-04-20 06:00:00-04:00,167.55,168.03,167.41,167.8,167.8,0,0.0,0.0
2022-04-20 07:00:00-04:00,167.87,168.15,167.55,167.69,167.69,0,0.0,0.0
2022-04-20 08:00:00-04:00,167.69,169.15,166.8,169.0,169.0,0,0.0,0.0
2022-04-20 09:00:00-04:00,169.0,169.14,168.27,168.685,168.685,0,0.0,0.0
2022-04-20 09:30:00-04:00,168.75999450683594,168.8800048828125,166.50999450683594,168.0800018310547,168.0800018310547,16742428,0.0,0.0
2022-04-20 10:30:00-04:00,168.08999633789062,168.39999389648438,166.5800018310547,166.7899932861328,166.7899932861328,8702097,0.0,0.0
2022-04-20 11:30:00-04:00,166.8000030517578,167.28500366210938,166.10000610351562,166.4842071533203,166.4842071533203,6526300,0.0,0.0
2022-04-20 12:30:00-04:00,166.48069763183594,167.58999633789062,166.41000366210938,167.43499755859375,167.43499755859375,6117410,0.0,0.0
2022-04-20 13:30:00-04:00,167.41000366210938,168.0800018310547,167.0800018310547,167.1300048828125,167.1300048828125,5995996,0.0,0.0
2022-04-20 14:30:00-04:00,167.13999938964844,167.60000610351562,166.4499969482422,167.4250030517578,167.4250030517578,7364081,0.0,0.0
2022-04-20 15:30:00-04:00,167.4199981689453,167.94000244140625,167.00999450683594,167.22999572753906,167.22999572753906,9461741,0.0,0.0
2022-04-20 16:00:00-04:00,167.23,176.3575,167.18,167.56,167.56,0,0.0,0.0
2022-04-20 17:00:00-04:00,167.55,167.7,166.35,167.607,167.607,0,0.0,0.0
2022-04-20 18:00:00-04:00,167.58,167.88,167.51,167.66,167.66,0,0.0,0.0
2022-04-20 19:00:00-04:00,167.66,167.99,167.64,167.86,167.86,0,0.0,0.0
2022-04-21 04:00:00-04:00,168.01,168.86,168.01,168.8,168.8,0,0.0,0.0
2022-04-21 05:00:00-04:00,168.8,168.94,168.61,168.75,168.75,0,0.0,0.0
2022-04-21 06:00:00-04:00,168.75,168.75,168.44,168.68,168.68,0,0.0,0.0
2022-04-21 07:00:00-04:00,168.68,169.27,168.56,169.16,169.16,0,0.0,0.0
2022-04-21 08:00:00-04:00,169.16,169.25,167.47,169.05,169.05,0,0.0,0.0
2022-04-21 09:00:00-04:00,169.04,169.1,168.52,168.93,168.93,0,0.0,0.0
2022-04-21 09:30:00-04:00,168.91000366210938,170.8699951171875,168.44500732421875,170.69500732421875,170.69500732421875,20751986,0.0,0.0
2022-04-21 10:30:00-04:00,170.6999969482422,171.52999877929688,170.13999938964844,171.19000244140625,171.19000244140625,12087541,0.0,0.0
2022-04-21 11:30:00-04:00,171.18499755859375,171.23500061035156,169.6999969482422,169.73500061035156,169.73500061035156,11067259,0.0,0.0
2022-04-21 12:30:00-04:00,169.72000122070312,170.10000610351562,168.0500030517578,168.97000122070312,168.97000122070312,8514886,0.0,0.0
2022-04-21 13:30:00-04:00,168.97000122070312,169.17999267578125,167.1199951171875,167.40499877929688,167.40499877929688,7774428,0.0,0.0
2022-04-21 14:30:00-04:00,167.38999938964844,168.03610229492188,165.91000366210938,166.72000122070312,166.72000122070312,10453824,0.0,0.0
2022-04-21 15:30:00-04:00,166.6999969482422,167.13499450683594,166.0,166.35000610351562,166.35000610351562,8924542,0.0,0.0
2022-04-21 16:00:00-04:00,166.34,169.3154,165.935,166.3,166.3,0,0.0,0.0
2022-04-21 17:00:00-04:00,166.37,166.62619,163.0345,166.14,166.14,0,0.0,0.0
2022-04-21 18:00:00-04:00,166.14,166.39,166.01,166.31,166.31,0,0.0,0.0
2022-04-21 19:00:00-04:00,166.315,166.42,165.92,165.92,165.92,0,0.0,0.0
2022-04-22 04:00:00-04:00,166.52,166.95,166.22,166.4,166.4,0,0.0,0.0
2022-04-22 05:00:00-04:00,166.4,166.43,166.01,166.24,166.24,0,0.0,0.0
2022-04-22 06:00:00-04:00,166.26,166.28,165.52,165.61,165.61,0,0.0,0.0
2022-04-22 07:00:00-04:00,165.7,166.45,165.57,166.37,166.37,0,0.0,0.0
2022-04-22 08:00:00-04:00,166.38,167.6,165.5212,167.46,167.46,0,0.0,0.0
2022-04-22 09:00:00-04:00,167.47,167.49,166.1,166.44,166.44,0,0.0,0.0
2022-04-22 09:30:00-04:00,166.4600067138672,167.8397979736328,165.24000549316406,165.47999572753906,165.47999572753906,18605380,0.0,0.0
2022-04-22 10:30:00-04:00,165.47999572753906,166.55999755859375,165.39999389648438,165.92999267578125,165.92999267578125,9095254,0.0,0.0
2022-04-22 11:30:00-04:00,165.92880249023438,166.0500030517578,164.13999938964844,164.6313018798828,164.6313018798828,8058728,0.0,0.0
2022-04-22 12:30:00-04:00,164.6300048828125,165.3350067138672,164.0,164.07000732421875,164.07000732421875,6983622,0.0,0.0
2022-04-22 13:30:00-04:00,164.07000732421875,164.27000427246094,163.30999755859375,163.47560119628906,163.47560119628906,7195576,0.0,0.0
2022-04-22 14:30:00-04:00,163.4600067138672,163.68499755859375,162.5500030517578,163.14999389648438,163.14999389648438,10316588,0.0,0.0
2022-04-22 15:30:00-04:00,163.1300048828125,164.16000366210938,161.5,161.8300018310547,161.8300018310547,12876649,0.0,0.0
2022-04-22 16:00:00-04:00,161.83,168.88,161.2,161.5,161.5,0,0.0,0.0
2022-04-22 17:00:00-04:00,161.5,166.31,161.3,161.34,161.34,0,0.0,0.0
2022-04-22 18:00:00-04:00,161.34,166.17,161.11,161.32,161.32,0,0.0,0.0
2022-04-22 19:00:00-04:00,161.32,161.52,161.16,161.5,161.5,0,0.0,0.0
2022-04-25 04:00:00-04:00,160.99,161.39,160.56,161.05,161.05,0,0.0,0.0
2022-04-25 05:00:00-04:00,161.05,161.15,159.61,160.0,160.0,0,0.0,0.0
2022-04-25 06:00:00-04:00,159.99,160.58,159.93,160.35,160.35,0,0.0,0.0
2022-04-25 07:00:00-04:00,160.35,160.62,159.15,159.5,159.5,0,0.0,0.0
2022-04-25 08:00:00-04:00,159.46,161.0,159.18,160.47,160.47,0,0.0,0.0
2022-04-25 09:00:00-04:00,160.49,161.49,160.31,161.32,161.32,0,0.0,0.0
2022-04-25 09:30:00-04:00,161.1199951171875,161.25999450683594,159.0,160.89999389648438,160.89999389648438,26195475,0.0,0.0
2022-04-25 10:30:00-04:00,160.91000366210938,161.77999877929688,158.5,159.6199951171875,159.6199951171875,11098778,0.0,0.0
2022-04-25 11:30:00-04:00,159.6300048828125,160.32000732421875,158.4600067138672,159.70809936523438,159.70809936523438,11217903,0.0,0.0
2022-04-25 12:30:00-04:00,159.71499633789062,160.55999755859375,159.27000427246094,160.1199951171875,160.1199951171875,8245631,0.0,0.0
2022-04-25 13:30:00-04:00,160.1300048828125,161.1199951171875,159.41000366210938,161.01089477539062,161.01089477539062,8528180,0.0,0.0
2022-04-25 14:30:00-04:00,161.02000427246094,162.30999755859375,160.4539031982422,162.2100067138672,162.2100067138672,11391737,0.0,0.0
2022-04-25 15:30:00-04:00,162.19000244140625,163.1699981689453,162.0399932861328,162.85000610351562,162.85000610351562,10166835,0.0,0.0
2022-04-25 16:00:00-04:00,162.88,163.3,155.75183,163.085,163.085,0,0.0,0.0
2022-04-25 17:00:00-04:00,163.09,163.25,162.88,163.18,163.18,0,0.0,0.0
2022-04-25 18:00:00-04:00,163.165,163.17,161.03,163.05,163.05,0,0.0,0.0
2022-04-25 19:00:00-04:00,163.05,163.24,162.87,162.9,162.9,0,0.0,0.0
2022-04-26 04:00:00-04:00,162.79,162.79,161.58,162.7,162.7,0,0.0,0.0
2022-04-26 05:00:00-04:00,162.69,163.0,162.33,162.69,162.69,0,0.0,0.0
2022-04-26 06:00:00-04:00,162.7,162.85,162.26,162.33,162.33,0,0.0,0.0
2022-04-26 07:00:00-04:00,162.45,162.63,162.08,162.52,162.52,0,0.0,0.0
2022-04-26 08:00:00-04:00,162.51,163.79,162.05,162.41,162.41,0,0.0,0.0
2022-04-26 09:00:00-04:00,162.405,162.88,161.81,162.18,162.18,0,0.0,0.0
2022-04-26 09:30:00-04:00,162.25,162.33999633789062,159.27999877929688,159.5800018310547,159.5800018310547,19677795,0.0,0.0
2022-04-26 10:30:00-04:00,159.5800018310547,159.72999572753906,158.27999877929688,159.02999877929688,159.02999877929688,12145064,0.0,0.0
2022-04-26 11:30:00-04:00,159.02999877929688,159.64999389648438,158.07000732421875,159.4499969482422,159.4499969482422,9686135,0.0,0.0
2022-04-26 12:30:00-04:00,159.42999267578125,159.9199981689453,158.3300018310547,158.46499633789062,158.46499633789062,7515197,0.0,0.0
2022-04-26 13:30:00-04:00,158.4600067138672,159.13999938964844,158.1699981689453,158.74000549316406,158.74000549316406,7827251,0.0,0.0
2022-04-26 14:30:00-04:00,158.72999572753906,159.13999938964844,157.02499389648438,157.35000610351562,157.35000610351562,12238238,0.0,0.0
2022-04-26 15:30:00-04:00,157.34500122070312,157.89999389648438,156.72000122070312,156.72000122070312,156.72000122070312,13557644,0.0,0.0
2022-04-26 16:00:00-04:00,156.795,157.42,153.84,154.15,154.15,0,0.0,0.0
2022-04-26 17:00:00-04:00,154.15,163.32639,150.57089,155.46,155.46,0,0.0,0.0
2022-04-26 18:00:00-04:00,155.43,157.6699,155.15,155.7,155.7,0,0.0,0.0
2022-04-26 19:00:00-04:00,155.76,156.25,155.65,156.12,156.12,0,0.0,0.0
2022-04-27 04:00:00-04:00,156.12,158.4,156.12,158.12,158.12,0,0.0,0.0
2022-04-27 05:00:00-04:00,158.11,158.17,157.4,157.76,157.76,0,0.0,0.0
2022-04-27 06:00:00-04:00,157.74,157.95,157.62,157.75,157.75,0,0.0,0.0
2022-04-27 07:00:00-04:00,157.75,158.12,156.13,156.13,156.13,0,0.0,0.0
2022-04-27 08:00:00-04:00,156.12,158.0988,156.0,156.53,156.53,0,0.0,0.0
2022-04-27 09:00:00-04:00,156.58,156.93,155.07,155.86,155.86,0,0.0,0.0
2022-04-27 09:30:00-04:00,155.91000366210938,158.92930603027344,155.4600067138672,155.72000122070312,155.72000122070312,19473484,0.0,0.0
2022-04-27 10:30:00-04:00,155.7100067138672,158.41000366210938,155.3800048828125,157.85000610351562,157.85000610351562,13309873,0.0,0.0
2022-04-27 11:30:00-04:00,157.8699951171875,159.72000122070312,157.0,159.50999450683594,159.50999450683594,10062710,0.0,0.0
2022-04-27 12:30:00-04:00,159.50999450683594,159.7899932861328,157.9810028076172,158.88999938964844,158.88999938964844,8178184,0.0,0.0
2022-04-27 13:30:00-04:00,158.88999938964844,159.02999877929688,157.57000732421875,157.58999633789062,157.58999633789062,6846969,0.0,0.0
2022-04-27 14:30:00-04:00,157.5800018310547,158.2100067138672,156.27000427246094,156.74000549316406,156.74000549316406,9146393,0.0,0.0
2022-04-27 15:30:00-04:00,156.72999572753906,157.38999938964844,156.1699981689453,156.4600067138672,156.4600067138672,9728120,0.0,0.0
2022-04-27 16:00:00-04:00,156.45,165.65556,156.4,158.53,158.53,0,0.0,0.0
2022-04-27 17:00:00-04:00,158.56,159.4,158.22,159.06,159.06,0,0.0,0.0
2022-04-27 18:00:00-04:00,159.06,159.14,158.3701,158.57,158.57,0,0.0,0.0
2022-04-27 19:00:00-04:00,158.62,158.95,158.5,158.8,158.8,0,0.0,0.0
2022-04-28 04:00:00-04:00,159.31,160.87,159.11,160.5,160.5,0,0.0,0.0
2022-04-28 05:00:00-04:00,160.55,160.89,160.07,160.07,160.07,0,0.0,0.0
2022-04-28 06:00:00-04:00,160.15,160.59,159.72,160.0,160.0,0,0.0,0.0
2022-04-28 07:00:00-04:00,160.01,160.9,159.9,160.5,160.5,0,0.0,0.0
2022-04-28 08:00:00-04:00,160.5,160.91,159.04,159.685,159.685,0,0.0,0.0
2022-04-28 09:00:00-04:00,159.7,159.99,158.8,159.19,159.19,0,0.0,0.0
2022-04-28 09:30:00-04:00,159.25,161.3238067626953,158.92999267578125,159.52499389648438,159.52499389648438,29712866,0.0,0.0
2022-04-28 10:30:00-04:00,159.52000427246094,162.50999450683594,159.1300048828125,161.4149932861328,161.4149932861328,15373533,0.0,0.0
2022-04-28 11:30:00-04:00,161.41990661621094,162.33999633789062,160.07000732421875,162.2801055908203,162.2801055908203,11878260,0.0,0.0
2022-04-28 12:30:00-04:00,162.2899932861328,163.69000244140625,162.1300048828125,163.4600067138672,163.4600067138672,11496526,0.0,0.0
2022-04-28 13:30:00-04:00,163.47500610351562,163.99000549316406,162.94000244140625,163.0930938720703,163.0930938720703,10624158,0.0,0.0
2022-04-28 14:30:00-04:00,163.10000610351562,164.51499938964844,162.8800048828125,163.9199981689453,163.9199981689453,12389175,0.0,0.0
2022-04-28 15:30:00-04:00,163.92999267578125,164.1199951171875,162.5500030517578,164.05499267578125,164.05499267578125,13223821,0.0,0.0
2022-04-28 16:00:00-04:00,164.01,170.0,160.2,163.95,163.95,0,0.0,0.0
2022-04-28 17:00:00-04:00,163.805,165.0,153.47,157.15,157.15,0,0.0,0.0
2022-04-28 18:00:00-04:00,157.16,163.7101,156.63,160.35,160.35,0,0.0,0.0
2022-04-28 19:00:00-04:00,160.3,160.5,159.8,160.01,160.01,0,0.0,0.0
2022-04-29 04:00:00-04:00,161.5,161.5,159.9,160.18,160.18,0,0.0,0.0
2022-04-29 05:00:00-04:00,160.2,160.25,159.33,159.59,159.59,0,0.0,0.0
2022-04-29 06:00:00-04:00,159.53,159.73,158.97,159.16,159.16,0,0.0,0.0
2022-04-29 07:00:00-04:00,159.16,160.49,159.0,160.15,160.15,0,0.0,0.0
2022-04-29 08:00:00-04:00,160.15,162.85,159.01,162.47,162.47,0,0.0,0.0
2022-04-29 09:00:00-04:00,162.4895,162.5,160.51,160.85,160.85,0,0.0,0.0
2022-04-29 09:30:00-04:00,161.83999633789062,166.1999969482422,160.7899932861328,163.1199951171875,163.1199951171875,37282362,0.0,0.0
2022-04-29 10:30:00-04:00,163.1300048828125,163.38999938964844,161.14999389648438,162.00999450683594,162.00999450683594,14243909,0.0,0.0
2022-04-29 11:30:00-04:00,162.00149536132812,162.57080078125,160.31329345703125,160.3907928466797,160.3907928466797,10425591,0.0,0.0
2022-04-29 12:30:00-04:00,160.38999938964844,160.72000122070312,159.58999633789062,160.10000610351562,160.10000610351562,9925128,0.0,0.0
2022-04-29 13:30:00-04:00,160.10499572753906,160.7299041748047,159.60000610351562,159.97000122070312,159.97000122070312,8618515,0.0,0.0
2022-04-29 14:30:00-04:00,159.9600067138672,160.1649932861328,158.7100067138672,158.75,158.75,12979685,0.0,0.0
2022-04-29 15:30:00-04:00,158.74000549316406,159.22500610351562,157.25,157.64999389648438,157.64999389648438,17185837,0.0,0.0
2022-04-29 16:00:00-04:00,157.66,160.3184,157.31,157.89,157.89,0,0.0,0.0
2022-04-29 17:00:00-04:00,157.875,161.18256,157.75,157.84,157.84,0,0.0,0.0
2022-04-29 18:00:00-04:00,157.85,159.1501,157.8,157.9,157.9,0,0.0,0.0
2022-04-29 19:00:00-04:00,157.88,158.15,157.85,157.93,157.93,0,0.0,0.0
2022-05-02 04:00:00-04:00,157.99,160.0,157.93,158.46,158.46,0,0.0,0.0
2022-05-02 05:00:00-04:00,158.48,158.5,157.69,158.39,158.39,0,0.0,0.0
2022-05-02 06:00:00-04:00,158.38,158.59,157.97,158.4,158.4,0,0.0,0.0
2022-05-02 07:00:00-04:00,158.48,158.57,157.36,157.52,157.52,0,0.0,0.0
2022-05-02 08:00:00-04:00,157.5,159.51,156.13,156.65,156.65,0,0.0,0.0
2022-05-02 09:00:00-04:00,156.68,157.7,156.19,156.71,156.71,0,0.0,0.0
2022-05-02 09:30:00-04:00,157.42999267578125,158.02499389648438,154.58999633789062,156.38999938964844,156.38999938964844,31750389,0.0,0.0
2022-05-02 10:30:00-04:00,156.39999389648438,157.7100067138672,155.55999755859375,155.86000061035156,155.86000061035156,15271913,0.0,0.0
2022-05-02 11:30:00-04:00,155.8699951171875,156.593994140625,154.9199981689453,156.17550659179688,156.17550659179688,13179216,0.0,0.0
2022-05-02 12:30:00-04:00,156.19000244140625,156.3699951171875,154.25,154.43710327148438,154.43710327148438,10809507,0.0,0.0
2022-05-02 13:30:00-04:00,154.42999267578125,154.80999755859375,153.5449981689453,153.82000732421875,153.82000732421875,10866544,0.0,0.0
2022-05-02 14:30:00-04:00,153.80999755859375,157.0,153.27000427246094,156.5301055908203,156.5301055908203,15990406,0.0,0.0
2022-05-02 15:30:00-04:00,156.52999877929688,158.22999572753906,156.52000427246094,157.9199981689453,157.9199981689453,14896803,0.0,0.0
2022-05-02 16:00:00-04:00,157.92,158.3,155.9013,157.98,157.98,0,0.0,0.0
2022-05-02 17:00:00-04:00,157.95,158.15,150.84679,157.99,157.99,0,0.0,0.0
2022-05-02 18:00:00-04:00,157.96,158.0,156.98,157.5599,157.5599,0,0.0,0.0
2022-05-02 19:00:00-04:00,157.56,157.96,157.51,157.91,157.91,0,0.0,0.0
2022-05-03 04:00:00-04:00,159.0,159.0,157.91,158.29,158.29,0,0.0,0.0
2022-05-03 05:00:00-04:00,158.28,158.28,157.79,158.0,158.0,0,0.0,0.0
2022-05-03 06:00:00-04:00,158.0,158.35,157.48,157.62,157.62,0,0.0,0.0
2022-05-03 07:00:00-04:00,157.64,158.02,157.0,157.95,157.95,0,0.0,0.0
2022-05-03 08:00:00-04:00,157.98,159.18,157.0012,158.36,158.36,0,0.0,0.0
2022-05-03 09:00:00-04:00,158.285,158.89,158.0,158.05,158.05,0,0.0,0.0
2022-05-03 09:30:00-04:00,158.14999389648438,158.63999938964844,156.3300018310547,157.85000610351562,157.85000610351562,21271627,0.0,0.0
2022-05-03 10:30:00-04:00,157.86000061035156,159.49000549316406,157.00999450683594,159.34800720214844,159.34800720214844,12407774,0.0,0.0
2022-05-03 11:30:00-04:00,159.3498992919922,159.8800048828125,158.5800018310547,159.13999938964844,159.13999938964844,11585755,0.0,0.0
2022-05-03 12:30:00-04:00,159.1300048828125,160.32000732421875,158.72999572753906,159.89999389648438,159.89999389648438,8532604,0.0,0.0
2022-05-03 13:30:00-04:00,159.89999389648438,160.7100067138672,158.8699951171875,158.9499969482422,158.9499969482422,8745251,0.0,0.0
2022-05-03 14:30:00-04:00,158.94009399414062,159.9199981689453,158.22000122070312,159.30799865722656,159.30799865722656,11470115,0.0,0.0
2022-05-03 15:30:00-04:00,159.2899932861328,159.66000366210938,158.5399932861328,159.47999572753906,159.47999572753906,8712336,0.0,0.0
2022-05-03 16:00:00-04:00,159.49,160.17,159.21,159.57,159.57,0,0.0,0.0
2022-05-03 17:00:00-04:00,159.56,159.78,159.42,159.715,159.715,0,0.0,0.0
2022-05-03 18:00:00-04:00,159.7,159.94,159.5,159.6001,159.6001,0,0.0,0.0
2022-05-03 19:00:00-04:00,159.625,159.725,158.8599,159.725,159.725,0,0.0,0.0
2022-05-04 04:00:00-04:00,159.68,159.88,159.45,159.64,159.64,0,0.0,0.0
2022-05-04 05:00:00-04:00,159.68,159.68,159.18,159.6,159.6,0,0.0,0.0
2022-05-04 06:00:00-04:00,159.57,159.85,159.45,159.66,159.66,0,0.0,0.0
2022-05-04 07:00:00-04:00,159.67,160.16,159.62,160.0,160.0,0,0.0,0.0
2022-05-04 08:00:00-04:00,160.08,160.18,159.1312,159.6312,159.6312,0,0.0,0.0
2022-05-04 09:00:00-04:00,159.68,159.82,159.25,159.66,159.66,0,0.0,0.0
2022-05-04 09:30:00-04:00,159.6699981689453,161.3000030517578,159.47000122070312,160.0,160.0,21334407,0.0,0.0
2022-05-04 10:30:00-04:00,159.9886932373047,160.5399932861328,159.3699951171875,159.53619384765625,159.53619384765625,9393407,0.0,0.0
2022-05-04 11:30:00-04:00,159.54110717773438,161.56869506835938,159.25999450683594,161.4499969482422,161.4499969482422,8945651,0.0,0.0
2022-05-04 12:30:00-04:00,161.4499969482422,162.2100067138672,161.21249389648438,161.8699951171875,161.8699951171875,8158615,0.0,0.0
2022-05-04 13:30:00-04:00,161.8699951171875,163.72000122070312,161.1300048828125,162.27000427246094,162.27000427246094,13713857,0.0,0.0
2022-05-04 14:30:00-04:00,162.27000427246094,165.00999450683594,159.66000366210938,164.9499969482422,164.9499969482422,23620691,0.0,0.0
2022-05-04 15:30:00-04:00,164.96499633789062,166.47999572753906,164.88999938964844,166.1199951171875,166.1199951171875,15363091,0.0,0.0
2022-05-04 16:00:00-04:00,166.14,166.15,160.1493,165.61,165.61,0,0.0,0.0
2022-05-04 17:00:00-04:00,165.67,166.0,154.8715,165.93,165.93,0,0.0,0.0
2022-05-04 18:00:00-04:00,165.94,166.09,162.2701,165.845,165.845,0,0.0,0.0
2022-05-04 19:00:00-04:00,165.87,165.98,165.67,165.77,165.77,0,0.0,0.0
2022-05-05 04:00:00-04:00,165.69,165.69,164.39,164.8,164.8,0,0.0,0.0
2022-05-05 05:00:00-04:00,164.79,164.89,164.02,164.71,164.71,0,0.0,0.0
2022-05-05 06:00:00-04:00,164.7,164.98,164.49,164.96,164.96,0,0.0,0.0
2022-05-05 07:00:00-04:00,164.95,165.33,164.69,164.74,164.74,0,0.0,0.0
2022-05-05 08:00:00-04:00,164.79,166.0,164.4512,164.85,164.85,0,0.0,0.0
2022-05-05 09:00:00-04:00,164.85,164.975,163.16,163.72,163.72,0,0.0,0.0
2022-05-05 09:30:00-04:00,163.85000610351562,163.98989868164062,160.00999450683594,160.1699981689453,160.1699981689453,21705285,0.0,0.0
2022-05-05 10:30:00-04:00,160.16000366210938,160.36000061035156,158.8350067138672,159.32000732421875,159.32000732421875,16613887,0.0,0.0
2022-05-05 11:30:00-04:00,159.32000732421875,160.10000610351562,157.27000427246094,157.8000030517578,157.8000030517578,17279582,0.0,0.0
2022-05-05 12:30:00-04:00,157.77999877929688,158.32000732421875,156.57000732421875,157.55999755859375,157.55999755859375,13632306,0.0,0.0
2022-05-05 13:30:00-04:00,157.55340576171875,158.02000427246094,156.4499969482422,156.47500610351562,156.47500610351562,11178364,0.0,0.0
2022-05-05 14:30:00-04:00,156.47000122070312,157.1999969482422,155.02000427246094,155.0800018310547,155.0800018310547,14907894,0.0,0.0
2022-05-05 15:30:00-04:00,155.08999633789062,157.5800018310547,154.9499969482422,156.8000030517578,156.8000030517578,20760292,0.0,0.0
2022-05-05 16:00:00-04:00,156.81,157.87,156.77,157.83,157.83,0,0.0,0.0
2022-05-05 17:00:00-04:00,157.83,166.62616,149.385,157.51,157.51,0,0.0,0.0
2022-05-05 18:00:00-04:00,157.55,158.2499,156.77,157.27,157.27,0,0.0,0.0
2022-05-05 19:00:00-04:00,157.31,157.96,157.2,157.87,157.87,0,0.0,0.0
2022-05-06 04:00:00-04:00,157.29,157.29,155.7,157.1,157.1,0,0.0,0.0
2022-05-06 05:00:00-04:00,157.08,157.33,156.21,156.27,156.27,0,0.0,0.0
2022-05-06 06:00:00-04:00,156.26,156.91,156.26,156.91,156.91,0,0.0,0.0
2022-05-06 07:00:00-04:00,156.92,157.07,155.61,155.8,155.8,0,0.0,0.0
2022-05-06 08:00:00-04:00,155.8,157.85,155.51,156.64,156.64,0,0.0,0.0
2022-05-06 09:00:00-04:00,156.595,157.81,155.51,155.96,155.96,0,0.0,0.0
2022-05-06 09:30:00-04:00,156.00999450683594,159.1649932861328,154.2100067138672,157.74000549316406,157.74000549316406,29113838,0.23,0.0
2022-05-06 10:30:00-04:00,157.7449951171875,159.42999267578125,156.63999938964844,159.17999267578125,159.17999267578125,16983290,0.0,0.0
2022-05-06 11:30:00-04:00,159.1699981689453,159.24000549316406,157.3000030517578,158.4600067138672,158.4600067138672,13220827,0.0,0.0
2022-05-06 12:30:00-04:00,158.4499969482422,159.44000244140625,157.80999755859375,158.47000122070312,158.47000122070312,10806371,0.0,0.0
