2024-04-23,08:04:58,i,market_return,pr,Sharpe,score,avg_score,best_score,loss,n_steps,pr_val,score_val, avg_score_val
2024-04-23,08:06:14,0,10.056173268473456,23.804524814238228,1.7751877606344488,23.804524814238235,23.804524814238235,-inf,5.389266490936279,5290,-10.332453825857524,-10.332453825857524,-10.332453825857527, -10.332453825857527
2024-04-23,08:06:14,Creating converter from 5 to 3
2024-04-23,08:07:33,1,10.056173268473456,-15.504475509541892,-2.953913548756679,-15.50447550954189,4.150024652348172,23.804524814238235,1.154191017150879,10580,-10.332453825857524,-4.1336694366679865,-4.1336694366679865, -7.233061631262757
2024-04-23,08:08:52,2,10.056173268473456,1.8497582709462446,-0.23174840909187286,1.8497582709462534,3.3832691918808657,23.804524814238235,0.8394863605499268,15870,-10.332453825857524,-2.376718236879738,-2.3767182368797393, -5.614280499801751
2024-04-23,08:10:11,3,10.056173268473456,5.934521178345387,0.5263414545942875,5.934521178345378,4.021082188496994,23.804524814238235,1.131495475769043,21160,-10.332453825857524,-2.679016445238569,-2.679016445238574, -4.880464486160957
2024-04-23,08:11:32,4,10.056173268473456,-2.1780920823848637,-1.9283694435042986,-2.1780920823848646,2.7812473343206223,23.804524814238235,1.1431211233139038,26450,-10.332453825857524,-2.6514557896704205,-2.651455789670422, -4.43466274686285
2024-04-23,08:12:52,5,10.056173268473456,-22.091877970914208,-4.331911912691305,-22.09187797091421,-1.3642735498851835,23.804524814238235,1.1109858751296997,31740,-10.332453825857524,8.25270592695504,8.252705926955045, -2.320101301226534
2024-04-23,08:14:13,6,10.056173268473456,-13.048722533665435,-3.321997780213529,-13.04872253366544,-3.0334805475680775,23.804524814238235,0.9526048302650452,37030,-10.332453825857524,-0.7005335632619403,-0.700533563261942, -2.0887344815173066
2024-04-23,08:15:35,7,10.056173268473456,-14.657217276800482,-2.5946718597786527,-14.65721727680048,-4.486447638722128,23.804524814238235,0.872189998626709,42320,-10.332453825857524,-4.2182228569112805,-4.218222856911282, -2.3549205284415535
2024-04-23,08:16:57,8,10.056173268473456,9.228572623818664,1.0729059379800783,9.228572623818664,-2.9625564984398176,23.804524814238235,0.6886420845985413,47610,-10.332453825857524,-5.1484101799227355,-5.148410179922735, -2.665308267495018
