,index,date,hour,holidays,n_weekday,n_hour,open,high,low,close,adj_close,volume,dividends,stock_splits,source10_x,source9_x,source8_x,source7_x,source6_x,source5_x,source4_x,source3_x,source2_x,source1_x,source10_y,source9_y,source8_y,source7_y,source6_y,source5_y,source4_y,source3_y,source2_y,source1_y,feature_close,feature_open,feature_high,feature_low,feature_volume,feature_source10_x,feature_source9_x,feature_source8_x,feature_source7_x,feature_source6_x,feature_source5_x,feature_source4_x,feature_source3_x,feature_source2_x,feature_source1_x,feature_source10_y,feature_source9_y,feature_source8_y,feature_source7_y,feature_source6_y,feature_source5_y,feature_source4_y,feature_source3_y,feature_source2_y,feature_source1_y,position,real_position,portfolio_valuation,Asset_value,Money_fiat,reward
0,15267,2024-01-02,07:00:00,0,1,7,188.92,189.65,188.79,189.19,189.19,7753795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,100.0,100.0,0.0,0
1,15268,2024-01-02,08:00:00,0,1,8,189.18,192.2,187.78,187.99,187.99,7753795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006363031172457873,0.0013752977571081378,0.013356228401284148,-0.005364221376550483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,99.36571700406999,0.0,99.36571700406999,-0.6342829959300076
2,15269,2024-01-02,09:00:00,0,1,9,187.149993896484,188.440002441406,186.009994506836,186.189895629883,186.189895629883,21173291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009621672775115468,-0.010788541047549857,-0.019756829748472,-0.009470658653094498,1.0045581279667473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.36571700406999,99.36571700406999,0.0,0.0
3,15270,2024-01-02,10:00:00,0,1,10,186.179992675781,186.904998779297,185.184295654297,186.804992675781,186.804992675781,9010595.0,0.0,0.0,0.0,0.2672825,0.0,0.0,0.0468875,0.0,0.0,0.0,0.0,0.0,0.0,0.3167815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032981556732252426,-0.005196493388582592,-0.00817920694123692,-0.004448884243731523,-0.8543394217227944,0.0,0.2672825,0.0,0.0,0.0468875,0.0,0.0,0.0,0.0,0.0,0.0,0.3167815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,99.69398164370563,0.0,99.69398164370563,0.3282646396356341
4,15271,2024-01-02,11:00:00,0,1,11,186.800003051758,187.350006103516,186.570007324219,186.615005493164,186.615005493164,6143754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010175523536046457,0.0033246337828845064,0.0023780979713604387,0.007455021107548541,-0.3829651511944139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,99.69398164370563,0.0,99.69398164370563,0.0
5,15272,2024-01-02,12:00:00,0,1,12,186.615005493164,187.039993286133,185.259994506836,185.294998168945,185.294998168945,5381701.0,0.0,0.0,0.05857675,0.0,0.20585425,0.0,0.04993775,0.0,0.0,0.0,0.0,0.0,-0.02941275,0.0,-0.11550975,0.0,-0.036814,0.0,0.0,0.0,0.0,0.0,-0.0070985606953256905,-0.000990841661401135,-0.0016560959894398473,-0.007046328866349602,-0.13243146077539494,0.05857675,0.0,0.20585425,0.0,0.04993775,0.0,0.0,0.0,0.0,0.0,-0.02941275,0.0,-0.11550975,0.0,-0.036814,0.0,0.0,0.0,0.0,0.0,0,0.0,99.69398164370563,0.0,99.69398164370563,0.0
6,15273,2024-01-02,13:00:00,0,1,13,185.289993286133,185.539993286133,184.229995727539,184.494995117188,184.494995117188,7228643.0,0.0,0.0,0.20245475,0.070865,0.029087,0.0,0.09242125,0.0,0.0,0.0,0.0,0.0,0.0644035,0.05116375,-0.01948,0.0,-0.076751,0.0,0.0,0.0,0.0,0.0,-0.004326803398512651,-0.0071255714104258286,-0.008052005788829237,-0.005575260356265216,0.2950468331689694,0.20245475,0.070865,0.029087,0.0,0.09242125,0.0,0.0,0.0,0.0,0.0,0.0644035,0.05116375,-0.01948,0.0,-0.076751,0.0,0.0,0.0,0.0,0.0,1,1.0,99.69398164370563,99.69398164370563,0.0,0.0
7,15274,2024-01-02,14:00:00,0,1,14,184.490005493164,184.679992675781,183.884994506836,184.419998168945,184.419998168945,8238940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166292,0.0,0.0,0.0,0.0,-0.00040658119426437796,-0.00432683781541546,-0.004645898059759437,-0.0018744214762650836,0.130820366494886,0.0,0.0,0.0,0.0,0.0,0.427597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166292,0.0,0.0,0.0,0.0,1,1.0,99.65345618459101,99.65345618459101,0.0,-0.04052545911461891
8,15275,2024-01-02,15:00:00,0,1,15,184.419998168945,185.639999389648,184.414993286133,185.524993896484,185.524993896484,9447841.0,0.0,0.0,0.1029782857142857,0.17974314285714285,0.049381999999999995,0.0,0.05387742857142857,0.0,0.0,0.0,0.0,0.0,-0.06821957142857142,0.15930542857142857,-0.023212571428571426,0.0,-0.06727185714285715,0.0,0.0,0.0,0.0,0.0,0.005973855775306752,-0.00037953606226132726,0.005184753105334184,0.0028780839680222175,0.136914554925196,0.1029782857142857,0.17974314285714285,0.049381999999999995,0.0,0.05387742857142857,0.0,0.0,0.0,0.0,0.0,-0.06821957142857142,0.15930542857142857,-0.023212571428571426,0.0,-0.06727185714285715,0.0,0.0,0.0,0.0,0.0,0,0.0,100.25055326956978,0.0,100.25055326956978,0.5970970849787705
9,15276,2024-01-02,16:00:00,0,1,16,185.51,194.035,185.41,185.44,185.44,9447841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00045823136613777697,0.005893033768008979,0.04422924407695812,0.005380972799495795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.25055326956978,0.0,100.25055326956978,0.0
10,15277,2024-01-02,17:00:00,0,1,17,185.43,196.0125,179.37393,185.54,185.54,9447841.0,0.0,0.0,0.278222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005391126336839174,-0.0004313366109900156,0.010139877545042324,-0.033096967770462477,0.0,0.278222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.25055326956978,0.0,100.25055326956978,0.0
11,15278,2024-01-02,18:00:00,0,1,18,185.545,185.62,185.2,185.29,185.29,9447841.0,0.0,0.0,0.0,0.0,0.0,0.146025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107352,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013483269308022813,0.000619987889661984,-0.054476859539903146,0.031963700872779346,0.0,0.0,0.0,0.0,0.146025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107352,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.25055326956978,0.0,100.25055326956978,0.0
12,15279,2024-01-02,19:00:00,0,1,19,185.545,185.62,185.2,185.29,185.29,9447841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.25055326956978,0.0,100.25055326956978,0.0
13,15291,2024-01-03,07:00:00,0,2,7,184.69,185.0,184.57,184.68,184.68,9447841.0,0.0,0.0,0.864766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032975676555349505,-0.004618696341133668,-0.00334574808892194,-0.003407526892879132,0.0,0.864766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.25055326956978,0.0,100.25055326956978,0.0
14,15292,2024-01-03,08:00:00,0,2,8,184.7,185.64,184.15,184.635,184.635,9447841.0,0.0,0.0,0.222838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024369440841949503,5.414331737427203e-05,0.0034534892946502535,-0.0022781524281254664,0.0,0.222838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.25055326956978,0.0,100.25055326956978,0.0
15,15293,2024-01-03,09:00:00,0,2,9,184.220001220703,185.880004882812,183.630004882812,183.958694458008,183.958694458008,15935130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052646,0.0,0.0,0.0,0.0,0.0,-0.0036696574635416168,-0.0026021850187720606,0.0012920161124270948,-0.002827752769494851,0.5227398561835331,0.0,0.0,0.0,0.0,0.154455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052646,0.0,0.0,0.0,0.0,0.0,1,0.9999999999999999,100.25055326956978,100.25055326956976,1.4210854715202004e-14,0.0
16,15294,2024-01-03,10:00:00,0,2,10,183.955001831055,184.270004272461,183.449996948242,184.199996948242,184.199996948242,7040280.0,0.0,0.0,0.0,0.4185465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3595245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013108614867461692,-0.0014395297519573743,-0.008699233952758848,-0.0009807559556552516,-0.8168781638721662,0.0,0.4185465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3595245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.38205402968636,0.0,100.38205402968636,0.1315007601165803
