,index,date,hour,holidays,n_weekday,n_hour,open,high,low,close,adj_close,volume,dividends,stock_splits,source10_x,source9_x,source8_x,source7_x,source6_x,source5_x,source4_x,source3_x,source2_x,source1_x,source10_y,source9_y,source8_y,source7_y,source6_y,source5_y,source4_y,source3_y,source2_y,source1_y,feature_nhour,feature_close,feature_open,feature_high,feature_low,feature_volume,feature_dividends,feature_stock_splits,feature_source10_x,feature_source9_x,feature_source8_x,feature_source7_x,feature_source6_x,feature_source5_x,feature_source4_x,feature_source3_x,feature_source2_x,feature_source1_x,feature_source10_y,feature_source9_y,feature_source8_y,feature_source7_y,feature_source6_y,feature_source5_y,feature_source4_y,feature_source3_y,feature_source2_y,feature_source1_y,position,real_position,portfolio_valuation,Asset_value,Money_fiat,reward
10,13,2022-04-06,17:00:00,0,2,17,171.32,177.65,171.26,171.35,171.35,9910809.0,0.0,0.0,0.0,0.133123,0.128721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147617,-0.05107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.00011672697573649143,-0.0015164773976490615,0.032378986878634976,0.00035040589040429194,0.0,0.0,0.0,0.0,0.133123,0.128721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147617,-0.05107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.04717523321119,0.0,100.04717523321119,0.0
11,14,2022-04-06,18:00:00,0,2,18,171.35,172.7299,171.0899,171.715,171.715,9910809.0,0.0,0.0,0.16920275,0.0,0.0,0.0404275,0.060768,0.04876925,0.0,0.0,0.0,0.0,0.00114775,0.0,0.0,0.01947775,0.016092,0.0180475,0.0,0.0,0.0,0.0,18,0.002127877444347207,0.00017509557344770884,-0.02808621970023804,-0.0009937202493560645,0.0,0.0,0.0,0.16920275,0.0,0.0,0.0404275,0.060768,0.04876925,0.0,0.0,0.0,0.0,0.00114775,0.0,0.0,0.01947775,0.016092,0.0180475,0.0,0.0,0.0,0.0,0,0.0,100.04717523321119,0.0,100.04717523321119,0.0
12,15,2022-04-06,19:00:00,0,2,19,171.74,171.77,170.85,170.9,170.9,9910809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-0.004757535643419746,0.0022734569237209622,-0.005572730117864047,-0.0014031707873889989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.04717523321119,0.0,100.04717523321119,0.0
13,27,2022-04-07,07:00:00,0,3,7,172.49,172.68,172.01,172.2,172.2,9910809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.007578001872085084,0.0043575585321988936,0.005283798038342607,0.006766636096998543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.04717523321119,0.0,100.04717523321119,0.0
14,28,2022-04-07,08:00:00,0,3,8,172.27,172.7154,170.96,171.47,171.47,9910809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,-0.004248267802870346,-0.0012762503182596609,0.00020498246429414153,-0.006123003647407254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.04717523321119,0.0,100.04717523321119,0.0
15,29,2022-04-07,09:00:00,0,3,9,171.160003662109,173.139999389648,171.029998779297,172.080001831055,172.080001831055,16955783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011079,0.0,0.0,0.0,0.0,0.0,9,0.0035511714094341187,-0.00646420051383937,0.002455359110863349,0.00040936156334609244,0.5369829758564444,0.0,0.0,0.0,0.0,0.0,0.0,0.060282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011079,0.0,0.0,0.0,0.0,0.0,1,1.0,100.04717523321119,100.04717523321119,0.0,0.0
16,30,2022-04-07,10:00:00,0,3,10,172.085006713867,172.389999389648,170.619995117188,170.860000610352,170.860000610352,9035411.0,0.0,0.0,0.320528,0.0,0.0,0.0,0.0,0.14453733333333332,0.0,0.0,0.0,0.0,0.017534666666666667,0.0,0.0,0.0,0.0,-0.027669333333333334,0.0,0.0,0.0,0.0,10,-0.007114984304486904,0.005389766860646047,-0.004341163896077143,-0.002400139711741701,-0.6294575428072204,0.0,0.0,0.320528,0.0,0.0,0.0,0.0,0.14453733333333332,0.0,0.0,0.0,0.0,0.017534666666666667,0.0,0.0,0.0,0.0,-0.027669333333333334,0.0,0.0,0.0,0.0,1,1.0,99.337867500682,99.337867500682,0.0,-0.7093077325291972
17,31,2022-04-07,11:00:00,0,3,11,170.860000610352,171.535003662109,170.404998779297,170.899993896484,170.899993896484,7261185.0,0.0,0.0,0.20582479999999997,0.041328199999999995,0.0,0.0173488,0.07744480000000001,0.0,0.0,0.0,0.0,0.0,-0.045590200000000004,0.048655,0.0,-0.0024286,0.014313999999999999,0.0,0.0,0.0,0.0,0.0,11,0.00023404311187610386,-0.007144068509377476,-0.004971999600484865,-0.0012608833383056116,-0.21860837411384734,0.0,0.0,0.20582479999999997,0.041328199999999995,0.0,0.0173488,0.07744480000000001,0.0,0.0,0.0,0.0,0.0,-0.045590200000000004,0.048655,0.0,-0.0024286,0.014313999999999999,0.0,0.0,0.0,0.0,0.0,1,1.0,99.36111956520563,99.36111956520563,0.0,0.023252064523632043
18,32,2022-04-07,12:00:00,0,3,12,170.889999389648,171.365295410156,169.850006103516,171.190002441406,171.190002441406,8298192.0,0.0,0.0,0.0,0.0,0.08558025,0.0323035,0.0,0.0,0.0,0.0245235,0.0,0.0,0.0,0.0,-0.055740500000000005,0.0081835,0.0,0.0,0.0,0.00104975,0.0,0.0,12,0.001695510640485839,0.00017555979150296033,-0.00098984029042041,-0.0032622189828562663,0.13349462109080884,0.0,0.0,0.0,0.0,0.08558025,0.0323035,0.0,0.0,0.0,0.0245235,0.0,0.0,0.0,0.0,-0.055740500000000005,0.0081835,0.0,0.0,0.0,0.00104975,0.0,0.0,1,1.0,99.52973030093438,99.52973030093438,0.0,0.1686107357287483
19,33,2022-04-07,13:00:00,0,3,13,171.195007324219,172.255004882812,170.800003051758,171.679992675781,171.679992675781,6745602.0,0.0,0.0,0.32701033333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031236,-0.219552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00243,13,0.00285817117227852,0.0017832293693646297,0.005178456919637785,0.005577568680570377,-0.20714692277424557,0.0,0.0,0.32701033333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031236,-0.219552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00243,1,1.0,99.81461023073126,99.81461023073126,0.0,0.2848799297968867
20,34,2022-04-07,14:00:00,0,3,14,171.660003662109,173.179992675781,171.490005493164,172.652206420898,172.652206420898,8432965.0,0.0,0.0,0.06099666666666667,0.130403,0.0,0.07068200000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.00265,0.06298533333333334,0.0,0.048972666666666664,0.0,0.0,0.0,0.0,0.0,0.0,14,0.005646967266967996,0.0027124971670013393,0.005355508332042482,0.004031688678128739,0.22325769324790104,0.0,0.0,0.06099666666666667,0.130403,0.0,0.07068200000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.00265,0.06298533333333334,0.0,0.048972666666666664,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,100.37985452342573,100.37985452342573,0.0,0.565244292694473
21,35,2022-04-07,15:00:00,0,3,15,172.660003662109,173.360000610352,171.880004882812,172.169998168945,172.169998168945,9110660.0,0.0,0.0,0.0371242,0.0,0.0,0.15607980000000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0684662,0.0,0.0,0.013053600000000002,0.0,0.0,0.0,0.0,0.0,0.0,15,-0.002796853334091772,0.005808566393744898,0.001038887021691424,0.0022715994150217366,0.0772967262849252,0.0,0.0,0.0371242,0.0,0.0,0.15607980000000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0684662,0.0,0.0,0.013053600000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,100.09949903197584,100.09949903197584,0.0,-0.280355491449896
22,36,2022-04-07,16:00:00,0,3,16,172.2675,172.38,171.68,171.96,171.96,9110660.0,0.0,0.0,0.0,0.0,0.336585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-0.0012204585251429118,-0.0022758627674384587,-0.00566901852957024,-0.0011643084326670916,0.0,0.0,0.0,0.0,0.0,0.336585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.977406264754,99.977406264754,0.0,-0.1220927672218437
23,37,2022-04-07,17:00:00,0,3,17,171.94,172.1,163.0345,172.05,172.05,9110660.0,0.0,0.0,0.276179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0005232406154085672,-0.0019029225035842917,-0.0016256390017595048,-0.05167044402997275,0.0,0.0,0.0,0.276179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,100.02973219266647,100.02973219266647,0.0,0.052325927912477255
24,38,2022-04-07,18:00:00,0,3,18,172.03,172.6999,171.62,171.9,171.9,9110660.0,0.0,0.0,0.2205295,0.0,0.0,0.0,0.0,0.218756,0.0,0.0,0.0,0.0,0.001515,0.0,0.0,0.0,0.0,-0.1042445,0.0,0.0,0.0,0.0,18,-0.0008722198546858579,0.0005233014626499614,0.0034797028961761267,0.05132089552655928,0.0,0.0,0.0,0.2205295,0.0,0.0,0.0,0.0,0.218756,0.0,0.0,0.0,0.0,0.001515,0.0,0.0,0.0,0.0,-0.1042445,0.0,0.0,0.0,0.0,1,1.0,99.94252231281236,99.94252231281236,0.0,-0.08720987985411455
25,39,2022-04-07,19:00:00,0,3,19,171.94,172.28,171.82,172.21,172.21,9110660.0,0.0,0.0,0.380205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0018017499280045704,-0.0005233014626498878,-0.002434345927759893,0.0011646868309355515,0.0,0.0,0.0,0.380205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,100.12275606451085,100.12275606451085,0.0,0.18023375169849487
26,51,2022-04-08,07:00:00,0,4,7,172.17,172.59,172.12,172.39,172.39,9110660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0010446895900791025,0.0013367820420828297,0.0017977793574018904,0.001744490760488506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,100.22740792033578,100.22740792033578,0.0,0.10465185582492609
27,52,2022-04-08,08:00:00,0,4,8,172.37,173.5,171.71,172.48,172.48,9110660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017753,0.0,0.0,8,0.0005219358137451651,0.0011609683779191743,0.005258759843602189,-0.0023849006446876216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017753,0.0,0.0,1,1.0,100.27973384824824,100.27973384824824,0.0,0.052325927912463044
28,53,2022-04-08,09:00:00,0,4,9,171.779998779297,171.779998779297,169.199996948242,170.279998779297,170.279998779297,19362722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,-0.012837153929479199,-0.003428747934421259,-0.00996301815503512,-0.014725578189983456,0.7539045146317046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.00065490067219,99.00065490067219,0.0,-1.2790789475760533
29,54,2022-04-08,10:00:00,0,4,10,170.270004272461,171.360000610352,169.619995117188,170.899993896484,170.899993896484,11416468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.003634420616430118,-0.008829143707055507,-0.002447970970628896,0.002479183011055242,-0.5282927967099837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.36111956520563,99.36111956520563,0.0,0.3604646645334384
30,55,2022-04-08,11:00:00,0,4,11,170.919998168945,171.770004272461,170.335998535156,171.654998779297,171.654998779297,8127821.0,0.0,0.0,0.0,0.0,0.2542965,0.0,0.3802965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098876,0.0,0.003913,0.0,0.0,0.0,0.0,0.0,11,0.004408087002155358,0.0038101625380649977,0.002389787260833929,0.004212336243831357,-0.3397640064730344,0.0,0.0,0.0,0.0,0.2542965,0.0,0.3802965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098876,0.0,0.003913,0.0,0.0,0.0,0.0,0.0,1,1.0,99.80007879933488,99.80007879933488,0.0,0.43895923412925697
31,56,2022-04-08,12:00:00,0,4,12,171.649993896484,171.729904174805,170.755004882812,170.820007324219,170.820007324219,5203255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016269,0.0,0.0,0.0,0.0,0.0,12,-0.004876228014914745,0.004261884282897926,-0.00023347952562444727,0.0024568608038510555,-0.4460084766621915,0.0,0.0,0.0,0.0,0.0,0.0,0.084796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016269,0.0,0.0,0.0,0.0,0.0,1,1.0,99.31461543615781,99.31461543615781,0.0,-0.4854633631770753
32,57,2022-04-08,13:00:00,0,4,13,170.820098876953,170.869705200195,169.830001831055,169.950103759766,169.950103759766,6723027.0,0.0,0.0,0.47152375,0.0,0.04004475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395785,0.0,-0.004905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,-0.005105526721752517,-0.004846534990854875,-0.005021609824855285,-0.005431861696093992,0.2562541082494549,0.0,0.0,0.47152375,0.0,0.04004475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395785,0.0,-0.004905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,98.80885420055374,98.80885420055374,0.0,-0.5057612356040693
33,58,2022-04-08,14:00:00,0,4,14,169.960006713867,170.970001220703,169.779998779297,170.740005493164,170.740005493164,8143033.0,0.0,0.0,0.0,0.038173,0.0,0.09530225,0.0,0.0,0.0,0.0173585,0.0,0.0,0.0,0.00941275,0.0,0.0238345,0.0,0.0,0.0,0.005786,0.0,0.0,14,0.004637077081772075,-0.005047794605691277,0.0005868014832804997,-0.00029447337846049413,0.1916242154941718,0.0,0.0,0.0,0.038173,0.0,0.09530225,0.0,0.0,0.0,0.0173585,0.0,0.0,0.0,0.00941275,0.0,0.0238345,0.0,0.0,0.0,0.005786,0.0,0.0,1,1.0,99.2681024356617,99.2681024356617,0.0,0.45924823510796386
34,59,2022-04-08,15:00:00,0,4,15,170.75,170.860000610352,169.820007324219,170.139999389648,170.139999389648,8532762.0,0.0,0.0,0.1498665,0.0,0.0,0.17251025,0.0,0.0,0.0,0.0,0.0,0.0,0.06063375,0.0,0.0,0.0051920000000000004,0.0,0.0,0.0,0.0,0.0,0.0,15,-0.0035203397944566766,0.004637343701659343,-0.0006435983591774738,0.00023562158061290033,0.04675039241368243,0.0,0.0,0.1498665,0.0,0.0,0.17251025,0.0,0.0,0.0,0.0,0.0,0.0,0.06063375,0.0,0.0,0.0051920000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,98.91925936766594,98.91925936766594,0.0,-0.3488430679957588
35,60,2022-04-08,16:00:00,0,4,16,170.14,170.25,169.93,169.99,169.99,8532762.0,0.0,0.0,0.0,0.0,0.831074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-0.0008820121697083285,-0.0035788709031612555,-0.003576566266085335,0.0006474918454901677,0.0,0.0,0.0,0.0,0.0,0.831074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,98.83204984267,98.83204984267,0.0,-0.08720952499594148
36,61,2022-04-08,17:00:00,0,4,17,169.99,170.02,169.9,169.92,169.92,8532762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,-0.0004118737371044079,-0.0008820157570597511,-0.001351867840408866,-0.0001765588681278262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,98.79135189873807,0.0,98.79135189873807,-0.04069794393193149
37,62,2022-04-08,18:00:00,0,4,18,169.94,170.7001,169.7,169.76,169.76,8532762.0,0.0,0.0,0.0,0.002824333333333333,0.072972,0.0,0.025664999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-0.17259433333333332,-0.056101333333333336,0.0,0.0030303333333333332,0.0,0.0,0.0,0.0,0.0,18,-0.0009420631879010176,-0.000294178215283092,0.003992138434091957,-0.001177856437705781,0.0,0.0,0.0,0.0,0.002824333333333333,0.072972,0.0,0.025664999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-0.17259433333333332,-0.056101333333333336,0.0,0.0030303333333333332,0.0,0.0,0.0,0.0,0.0,1,1.0,98.79135189873807,98.79135189873807,0.0,0.0
38,63,2022-04-08,19:00:00,0,4,19,169.77,169.8,169.73,169.79,169.79,8532762.0,0.0,0.0,0.317869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.183865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.00017670446224748028,-0.0010008537528530222,-0.0052869417460576764,0.00017676693325939982,0.0,0.0,0.0,0.317869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.183865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,98.80881031389454,0.0,98.80881031389454,0.017458415156468732
39,123,2022-04-11,07:00:00,0,0,7,168.72,168.89,167.75,168.29,168.29,8532762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,-0.008873697602938522,-0.006204043652023046,-0.005373658447417138,-0.011734163321648833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,98.80881031389454,98.80881031389454,0.0,0.0
